Exp,Round,Item,Condition,Item.Nr,sentences,role,id,partner_id,group_enumeration
5,1,100_3,100,3,[],receiver,1,4,4
5,1,101_3,101,3,[],receiver,1,3,5
5,1,001_3,1,3,[],receiver,1,2,6
5,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
5,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
5,1,011_3,11,3,[],producer,2,3,1
5,1,111_1,111,1,[],producer,2,4,2
5,1,001_3,1,3,[],producer,2,1,3
5,1,110_2,110,2,[],receiver,2,1,4
5,1,010_2,10,2,[],receiver,2,4,5
5,1,100_3,100,3,[],receiver,2,3,6
5,1,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,7
5,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,8
5,1,011_3,11,3,[],producer,3,4,1
5,1,101_3,101,3,[],producer,3,1,2
5,1,100_3,100,3,[],producer,3,2,3
5,1,011_3,11,3,[],receiver,3,2,4
5,1,111_2,111,2,[],receiver,3,1,5
5,1,010_3,10,3,[],receiver,3,4,6
5,1,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,7
5,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,8
5,1,100_3,100,3,[],producer,4,1,1
5,1,010_2,10,2,[],producer,4,2,2
5,1,010_3,10,3,[],producer,4,3,3
5,1,011_3,11,3,[],receiver,4,3,4
5,1,111_1,111,1,[],receiver,4,2,5
5,1,101_3,101,3,[],receiver,4,1,6
5,1,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,7
5,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,8
5,2,001_1,1,1,[],producer,1,2,9
5,2,100_3,100,3,[],producer,1,3,10
5,2,001_2,1,2,[],producer,1,4,11
5,2,010_1,10,1,[],receiver,1,4,12
5,2,100_2,100,2,[],receiver,1,3,13
5,2,100_3,100,3,[],receiver,1,2,14
5,2,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,15
5,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,16
5,2,111_3,111,3,[],producer,2,3,9
5,2,110_3,110,3,[],producer,2,4,10
5,2,100_3,100,3,[],producer,2,1,11
5,2,001_1,1,1,[],receiver,2,1,12
5,2,011_1,11,1,[],receiver,2,4,13
5,2,111_3,111,3,[],receiver,2,3,14
5,2,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,15
5,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,16
5,2,010_1,10,1,[],producer,3,4,9
5,2,100_2,100,2,[],producer,3,1,10
5,2,111_3,111,3,[],producer,3,2,11
5,2,111_3,111,3,[],receiver,3,2,12
5,2,100_3,100,3,[],receiver,3,1,13
5,2,001_1,1,1,[],receiver,3,4,14
5,2,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,15
5,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,16
5,2,010_1,10,1,[],producer,4,1,9
5,2,011_1,11,1,[],producer,4,2,10
5,2,001_1,1,1,[],producer,4,3,11
5,2,010_1,10,1,[],receiver,4,3,12
5,2,110_3,110,3,[],receiver,4,2,13
5,2,001_2,1,2,[],receiver,4,1,14
5,2,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,15
5,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,16
5,3,011_3,11,3,[],producer,1,2,17
5,3,011_2,11,2,[],producer,1,3,18
5,3,010_1,10,1,[],producer,1,4,19
5,3,011_2,11,2,[],receiver,1,4,20
5,3,011_2,11,2,[],receiver,1,3,21
5,3,101_1,101,1,[],receiver,1,2,22
5,3,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,23
5,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,24
5,3,100_2,100,2,[],producer,2,3,17
5,3,010_1,10,1,[],producer,2,4,18
5,3,101_1,101,1,[],producer,2,1,19
5,3,011_3,11,3,[],receiver,2,1,20
5,3,110_3,110,3,[],receiver,2,4,21
5,3,101_1,101,1,[],receiver,2,3,22
5,3,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
5,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
5,3,100_1,100,1,[],producer,3,4,17
5,3,011_2,11,2,[],producer,3,1,18
5,3,101_1,101,1,[],producer,3,2,19
5,3,100_2,100,2,[],receiver,3,2,20
5,3,011_2,11,2,[],receiver,3,1,21
5,3,101_1,101,1,[],receiver,3,4,22
5,3,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
5,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
5,3,011_2,11,2,[],producer,4,1,17
5,3,110_3,110,3,[],producer,4,2,18
5,3,101_1,101,1,[],producer,4,3,19
5,3,100_1,100,1,[],receiver,4,3,20
5,3,010_1,10,1,[],receiver,4,2,21
5,3,010_1,10,1,[],receiver,4,1,22
5,3,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
5,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
5,4,100_2,100,2,[],producer,1,2,25
5,4,001_3,1,3,[],producer,1,3,26
5,4,011_1,11,1,[],producer,1,4,27
5,4,001_3,1,3,[],receiver,1,4,28
5,4,111_2,111,2,[],receiver,1,3,29
5,4,110_2,110,2,[],receiver,1,2,30
5,4,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
5,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
5,4,001_1,1,1,[],producer,2,3,25
5,4,001_2,1,2,[],producer,2,4,26
5,4,110_2,110,2,[],producer,2,1,27
5,4,100_2,100,2,[],receiver,2,1,28
5,4,001_2,1,2,[],receiver,2,4,29
5,4,001_3,1,3,[],receiver,2,3,30
5,4,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
5,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
5,4,001_2,1,2,[],producer,3,4,25
5,4,111_2,111,2,[],producer,3,1,26
5,4,001_3,1,3,[],producer,3,2,27
5,4,001_1,1,1,[],receiver,3,2,28
5,4,001_3,1,3,[],receiver,3,1,29
5,4,110_2,110,2,[],receiver,3,4,30
5,4,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
5,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
5,4,001_3,1,3,[],producer,4,1,25
5,4,001_2,1,2,[],producer,4,2,26
5,4,110_2,110,2,[],producer,4,3,27
5,4,001_2,1,2,[],receiver,4,3,28
5,4,001_2,1,2,[],receiver,4,2,29
5,4,011_1,11,1,[],receiver,4,1,30
5,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
5,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
5,5,010_2,10,2,[],producer,1,2,33
5,5,101_1,101,1,[],producer,1,3,34
5,5,100_1,100,1,[],producer,1,4,35
5,5,101_2,101,2,[],receiver,1,4,36
5,5,010_2,10,2,[],receiver,1,3,37
5,5,010_2,10,2,[],receiver,1,2,38
5,5,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
5,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
5,5,010_3,10,3,[],producer,2,3,33
5,5,101_3,101,3,[],producer,2,4,34
5,5,010_2,10,2,[],producer,2,1,35
5,5,010_2,10,2,[],receiver,2,1,36
5,5,111_1,111,1,[],receiver,2,4,37
5,5,011_1,11,1,[],receiver,2,3,38
5,5,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
5,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
5,5,111_1,111,1,[],producer,3,4,33
5,5,010_2,10,2,[],producer,3,1,34
5,5,011_1,11,1,[],producer,3,2,35
5,5,010_3,10,3,[],receiver,3,2,36
5,5,101_1,101,1,[],receiver,3,1,37
5,5,011_3,11,3,[],receiver,3,4,38
5,5,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
5,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
5,5,101_2,101,2,[],producer,4,1,33
5,5,111_1,111,1,[],producer,4,2,34
5,5,011_3,11,3,[],producer,4,3,35
5,5,111_1,111,1,[],receiver,4,3,36
5,5,101_3,101,3,[],receiver,4,2,37
5,5,100_1,100,1,[],receiver,4,1,38
5,5,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,39
5,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,40
5,6,101_2,101,2,[],producer,1,2,41
5,6,110_1,110,1,[],producer,1,3,42
5,6,110_3,110,3,[],producer,1,4,43
5,6,110_1,110,1,[],receiver,1,4,44
5,6,110_3,110,3,[],receiver,1,3,45
5,6,111_2,111,2,[],receiver,1,2,46
5,6,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,47
5,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,48
5,6,110_1,110,1,[],producer,2,3,41
5,6,011_1,11,1,[],producer,2,4,42
5,6,111_2,111,2,[],producer,2,1,43
5,6,101_2,101,2,[],receiver,2,1,44
5,6,101_3,101,3,[],receiver,2,4,45
5,6,010_3,10,3,[],receiver,2,3,46
5,6,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,47
5,6,NA_x,NA,x,"[['some', 'all'], ['not all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,48
5,6,110_1,110,1,[],producer,3,4,41
5,6,110_3,110,3,[],producer,3,1,42
5,6,010_3,10,3,[],producer,3,2,43
5,6,110_1,110,1,[],receiver,3,2,44
5,6,110_1,110,1,[],receiver,3,1,45
5,6,100_1,100,1,[],receiver,3,4,46
5,6,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,47
5,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,48
5,6,110_1,110,1,[],producer,4,1,41
5,6,101_3,101,3,[],producer,4,2,42
5,6,100_1,100,1,[],producer,4,3,43
5,6,110_1,110,1,[],receiver,4,3,44
5,6,011_1,11,1,[],receiver,4,2,45
5,6,110_3,110,3,[],receiver,4,1,46
5,6,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,47
5,6,NA_x,NA,x,"[['not all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,48
5,7,111_1,111,1,[],producer,1,2,49
5,7,010_3,10,3,[],producer,1,3,50
5,7,111_3,111,3,[],producer,1,4,51
5,7,111_2,111,2,[],receiver,1,4,52
5,7,001_1,1,1,[],receiver,1,3,53
5,7,011_2,11,2,[],receiver,1,2,54
5,7,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,55
5,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,56
5,7,101_2,101,2,[],producer,2,3,49
5,7,100_1,100,1,[],producer,2,4,50
5,7,011_2,11,2,[],producer,2,1,51
5,7,111_1,111,1,[],receiver,2,1,52
5,7,100_2,100,2,[],receiver,2,4,53
5,7,110_2,110,2,[],receiver,2,3,54
5,7,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,55
5,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,56
5,7,101_2,101,2,[],producer,3,4,49
5,7,001_1,1,1,[],producer,3,1,50
5,7,110_2,110,2,[],producer,3,2,51
5,7,101_2,101,2,[],receiver,3,2,52
5,7,010_3,10,3,[],receiver,3,1,53
5,7,111_3,111,3,[],receiver,3,4,54
5,7,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,55
5,7,NA_x,NA,x,"[['none', 'none'], ['some', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,56
5,7,111_2,111,2,[],producer,4,1,49
5,7,100_2,100,2,[],producer,4,2,50
5,7,111_3,111,3,[],producer,4,3,51
5,7,101_2,101,2,[],receiver,4,3,52
5,7,100_1,100,1,[],receiver,4,2,53
5,7,111_3,111,3,[],receiver,4,1,54
5,7,NA_x,NA,x,"[['some', 'all'], ['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,55
5,7,NA_x,NA,x,"[['some', 'not all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,56
6,1,111_1,111,1,[],producer,1,2,1
6,1,100_2,100,2,[],producer,1,3,2
6,1,001_1,1,1,[],producer,1,4,3
6,1,111_3,111,3,[],receiver,1,4,4
6,1,101_3,101,3,[],receiver,1,3,5
6,1,001_3,1,3,[],receiver,1,2,6
6,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,7
6,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,8
6,1,111_3,111,3,[],producer,2,3,1
6,1,111_1,111,1,[],producer,2,4,2
6,1,001_3,1,3,[],producer,2,1,3
6,1,111_1,111,1,[],receiver,2,1,4
6,1,011_1,11,1,[],receiver,2,4,5
6,1,110_1,110,1,[],receiver,2,3,6
6,1,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,7
6,1,NA_x,NA,x,"[['none', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,8
6,1,001_3,1,3,[],producer,3,4,1
6,1,101_3,101,3,[],producer,3,1,2
6,1,110_1,110,1,[],producer,3,2,3
6,1,111_3,111,3,[],receiver,3,2,4
6,1,100_2,100,2,[],receiver,3,1,5
6,1,101_1,101,1,[],receiver,3,4,6
6,1,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,7
6,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,8
6,1,111_3,111,3,[],producer,4,1,1
6,1,011_1,11,1,[],producer,4,2,2
6,1,101_1,101,1,[],producer,4,3,3
6,1,001_3,1,3,[],receiver,4,3,4
6,1,111_1,111,1,[],receiver,4,2,5
6,1,001_1,1,1,[],receiver,4,1,6
6,1,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,7
6,1,NA_x,NA,x,"[['some', 'all'], ['none', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,8
6,2,010_2,10,2,[],producer,1,2,9
6,2,110_2,110,2,[],producer,1,3,10
6,2,110_1,110,1,[],producer,1,4,11
6,2,110_3,110,3,[],receiver,1,4,12
6,2,111_2,111,2,[],receiver,1,3,13
6,2,010_3,10,3,[],receiver,1,2,14
6,2,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,15
6,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,16
6,2,100_3,100,3,[],producer,2,3,9
6,2,110_3,110,3,[],producer,2,4,10
6,2,010_3,10,3,[],producer,2,1,11
6,2,010_2,10,2,[],receiver,2,1,12
6,2,110_2,110,2,[],receiver,2,4,13
6,2,001_1,1,1,[],receiver,2,3,14
6,2,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,15
6,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,16
6,2,111_1,111,1,[],producer,3,4,9
6,2,111_2,111,2,[],producer,3,1,10
6,2,001_1,1,1,[],producer,3,2,11
6,2,100_3,100,3,[],receiver,3,2,12
6,2,110_2,110,2,[],receiver,3,1,13
6,2,010_1,10,1,[],receiver,3,4,14
6,2,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,15
6,2,NA_x,NA,x,"[['some', 'some'], ['none', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,16
6,2,110_3,110,3,[],producer,4,1,9
6,2,110_2,110,2,[],producer,4,2,10
6,2,010_1,10,1,[],producer,4,3,11
6,2,111_1,111,1,[],receiver,4,3,12
6,2,110_3,110,3,[],receiver,4,2,13
6,2,110_1,110,1,[],receiver,4,1,14
6,2,NA_x,NA,x,"[['all', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,15
6,2,NA_x,NA,x,"[['none', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,16
6,3,011_2,11,2,[],producer,1,2,17
6,3,001_3,1,3,[],producer,1,3,18
6,3,100_3,100,3,[],producer,1,4,19
6,3,011_2,11,2,[],receiver,1,4,20
6,3,100_2,100,2,[],receiver,1,3,21
6,3,100_2,100,2,[],receiver,1,2,22
6,3,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,23
6,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,24
6,3,110_2,110,2,[],producer,2,3,17
6,3,010_1,10,1,[],producer,2,4,18
6,3,100_2,100,2,[],producer,2,1,19
6,3,011_2,11,2,[],receiver,2,1,20
6,3,101_2,101,2,[],receiver,2,4,21
6,3,100_1,100,1,[],receiver,2,3,22
6,3,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,23
6,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,24
6,3,100_3,100,3,[],producer,3,4,17
6,3,100_2,100,2,[],producer,3,1,18
6,3,100_1,100,1,[],producer,3,2,19
6,3,110_2,110,2,[],receiver,3,2,20
6,3,001_3,1,3,[],receiver,3,1,21
6,3,111_2,111,2,[],receiver,3,4,22
6,3,NA_x,NA,x,"[['some', 'some'], ['some', 'none'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,23
6,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,24
6,3,011_2,11,2,[],producer,4,1,17
6,3,101_2,101,2,[],producer,4,2,18
6,3,111_2,111,2,[],producer,4,3,19
6,3,100_3,100,3,[],receiver,4,3,20
6,3,010_1,10,1,[],receiver,4,2,21
6,3,100_3,100,3,[],receiver,4,1,22
6,3,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,23
6,3,NA_x,NA,x,"[['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,24
6,4,100_1,100,1,[],producer,1,2,25
6,4,111_3,111,3,[],producer,1,3,26
6,4,101_1,101,1,[],producer,1,4,27
6,4,100_1,100,1,[],receiver,1,4,28
6,4,001_2,1,2,[],receiver,1,3,29
6,4,011_3,11,3,[],receiver,1,2,30
6,4,NA_x,NA,x,"[['some', 'all'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,31
6,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,32
6,4,001_1,1,1,[],producer,2,3,25
6,4,001_2,1,2,[],producer,2,4,26
6,4,011_3,11,3,[],producer,2,1,27
6,4,100_1,100,1,[],receiver,2,1,28
6,4,010_2,10,2,[],receiver,2,4,29
6,4,111_3,111,3,[],receiver,2,3,30
6,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,31
6,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,32
6,4,101_2,101,2,[],producer,3,4,25
6,4,001_2,1,2,[],producer,3,1,26
6,4,111_3,111,3,[],producer,3,2,27
6,4,001_1,1,1,[],receiver,3,2,28
6,4,111_3,111,3,[],receiver,3,1,29
6,4,100_3,100,3,[],receiver,3,4,30
6,4,NA_x,NA,x,"[['some', 'all'], ['some', 'none'], ['some', 'some'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,31
6,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,32
6,4,100_1,100,1,[],producer,4,1,25
6,4,010_2,10,2,[],producer,4,2,26
6,4,100_3,100,3,[],producer,4,3,27
6,4,101_2,101,2,[],receiver,4,3,28
6,4,001_2,1,2,[],receiver,4,2,29
6,4,101_1,101,1,[],receiver,4,1,30
6,4,NA_x,NA,x,"[['some', 'none'], ['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,31
6,4,NA_x,NA,x,"[['none', 'some'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,4,0,32
6,5,001_2,1,2,[],producer,1,2,33
6,5,010_1,10,1,[],producer,1,3,34
6,5,111_2,111,2,[],producer,1,4,35
6,5,101_3,101,3,[],receiver,1,4,36
6,5,110_3,110,3,[],receiver,1,3,37
6,5,110_1,110,1,[],receiver,1,2,38
6,5,NA_x,NA,x,"[['some', 'none'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,39
6,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,1,0,40
6,5,101_2,101,2,[],producer,2,3,33
6,5,101_1,101,1,[],producer,2,4,34
6,5,110_1,110,1,[],producer,2,1,35
6,5,001_2,1,2,[],receiver,2,1,36
6,5,100_2,100,2,[],receiver,2,4,37
6,5,011_2,11,2,[],receiver,2,3,38
6,5,NA_x,NA,x,"[['some', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,39
6,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,2,0,40
6,5,110_2,110,2,[],producer,3,4,33
6,5,110_3,110,3,[],producer,3,1,34
6,5,011_2,11,2,[],producer,3,2,35
6,5,101_2,101,2,[],receiver,3,2,36
6,5,010_1,10,1,[],receiver,3,1,37
6,5,011_3,11,3,[],receiver,3,4,38
6,5,NA_x,NA,x,"[['all', 'some'], ['some', 'all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,39
6,5,NA_x,NA,x,"[['none', 'not all'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA'], ['NA', 'NA']]",receiver,3,0,40
6,5,101_3,101,3,[],producer,4,1,33
6,5,100_2,100,2,[],producer,4,2,34
6,5,011_3,11,3,[],producer,4,3,35
6,5,110_2,110,2,[],receiver,4,3,36
